Week,Keyword status,Keyword,Campaign,Ad group,Currency code,Status,Policy details,Final URL,Mobile final URL,Impr.,CTR,Cost,Clicks,Conv. rate,Conversions,Avg. CPC,Cost / conv.
11/4/19,Enabled, +cuenta +bancaria para jovenes,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/11/19,Enabled, +cuenta +bancaria para jovenes,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled, +cuenta +bancaria para jovenes,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,115,0.0957,167.21,11,0,0,15.2,0
12/16/19,Enabled, +cuenta +bancaria para jovenes,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,35,0.0857,25.99,3,0,0,8.66,0
1/6/20,Enabled, +cuenta +bancaria para jovenes,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,38,0.1316,17.49,5,0.2,1,3.5,17.49
11/11/19,Enabled,cuentadigital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled,cuentadigital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/2/19,Enabled,cuentadigital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/16/19,Enabled,cuentadigital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
1/6/20,Enabled,cuentadigital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,2,1.5,0.24,3,0,0,0.08,0
1/13/20,Enabled,cuentadigital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,23,0.3913,15.51,9,0.6667,6,1.72,2.59
11/11/19,Enabled, +cuenta +joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/16/19,Enabled, +cuenta +joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,24,0.0833,7.8,2,0,0,3.9,0
10/28/19,Enabled, +cuenta joven +santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/4/19,Enabled, +cuenta joven +santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled, +cuenta joven +santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,367,0.248,607.82,91,0.0659,6,6.68,101.3
12/2/19,Enabled, +cuenta joven +santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,1763,0.2314,1512.69,408,0.0564,23,3.71,65.77
12/9/19,Enabled, +cuenta joven +santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,1013,0.2596,1383.01,263,0.076,20,5.26,69.15
12/30/19,Enabled, +cuenta joven +santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,623,0.2632,194.86,164,0.0854,14,1.19,13.92
1/6/20,Enabled, +cuenta joven +santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,1032,0.2432,281.66,251,0.1195,30,1.12,9.39
1/13/20,Enabled, +cuenta joven +santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,993,0.2709,396.11,269,0.119,32,1.47,12.38
10/28/19,Enabled,[cuenta bancaria para jovenes],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/11/19,Enabled,[cuenta bancaria para jovenes],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled,[cuenta bancaria para jovenes],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,10,0.1,12.85,1,0,0,12.85,0
12/9/19,Enabled,[cuenta bancaria para jovenes],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,9,0.1111,25.08,1,0,0,25.08,0
12/30/19,Enabled,[cuenta bancaria para jovenes],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,1,0,0,0,0,0,0,0
1/13/20,Enabled,[cuenta bancaria para jovenes],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,13,0,0,0,0,0,0,0
11/4/19,Enabled, +cuenta +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled, +cuenta +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,2,0,0,0,0,0,0,0
12/9/19,Enabled, +cuenta +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,9,0.2222,12.51,2,0,0,6.26,0
12/23/19,Enabled, +cuenta +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,3,0,0,0,0,0,0,0
12/30/19,Enabled, +cuenta +superdigital,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
10/28/19,Enabled,super cuenta digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled,super cuenta digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled,super cuenta digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/2/19,Enabled,super cuenta digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/16/19,Enabled,super cuenta digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,254,0.315,88.75,80,0.5125,41,1.11,2.16
1/6/20,Enabled,super cuenta digital santander,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,343,0.4023,122.19,138,0.3551,49,0.89,2.49
10/28/19,Enabled,cuenta digital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled,cuenta digital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/2/19,Enabled,cuenta digital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/9/19,Enabled,cuenta digital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,1,0,0,0,0,0,0,0
12/16/19,Enabled,cuenta digital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,16,0.0625,0.24,1,0,0,0.24,0
12/30/19,Enabled,cuenta digital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,16,0.375,5.06,6,0,0,0.84,0
1/6/20,Enabled,cuenta digital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,19,0.3158,12.74,6,0,0,2.12,0
1/13/20,Enabled,cuenta digital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,13,0.2308,2,3,1.6667,5,0.67,0.4
10/28/19,Enabled,[cuenta juvenil santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled,[cuenta juvenil santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/2/19,Enabled,[cuenta juvenil santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/16/19,Enabled,[cuenta juvenil santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
1/13/20,Enabled,[cuenta juvenil santander],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled,[como obtener cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/2/19,Enabled,[como obtener cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,9,0.3333,62.11,3,0.3333,1,20.7,62.11
12/9/19,Enabled,[como obtener cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,7,0.2857,13.94,2,0,0,6.97,0
1/6/20,Enabled,[como obtener cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,4,0,0,0,0,0,0,0
1/13/20,Enabled,[como obtener cuenta bancaria],cuenta-digital_brand,primera_cuenta_exa,MXN,Eligible,Approved,,,11,0,0,0,0,0,0,0
10/28/19,Enabled, +cuenta +joven banco santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled, +cuenta +joven banco santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,22,0.1364,115.34,3,0,0,38.45,0
12/2/19,Enabled, +cuenta +joven banco santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,20,0.15,16,3,0,0,5.33,0
1/6/20,Enabled, +cuenta +joven banco santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,3,0.3333,2.11,1,0,0,2.11,0
11/11/19,Enabled,[cuenta joven],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled,[cuenta joven],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,1,0,0,0,0,0,0,0
10/28/19,Enabled,cuentadigital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/4/19,Enabled,cuentadigital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled,cuentadigital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/9/19,Enabled,cuentadigital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/23/19,Enabled,cuentadigital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,1,1,4.14,1,0,0,4.14,0
12/30/19,Enabled,cuentadigital santander com mx,cuenta-digital_brand,Cuenta_Digital_brand_bro,MXN,Eligible,Approved,,,1,0,0,0,0,0,0,0
10/28/19,Enabled, +cuenta +joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/4/19,Enabled, +cuenta +joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled, +cuenta +joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,143,0.0979,324.53,14,0,0,23.18,0
11/25/19,Enabled, +cuenta +joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,30,0.0667,24.01,2,0,0,12.01,0
12/2/19,Enabled, +cuenta +joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,120,0.0833,320.89,10,0,0,32.09,0
12/9/19,Enabled, +cuenta +joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,73,0.0685,161.52,5,0,0,32.3,0
12/23/19,Enabled, +cuenta +joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,10,0,0,0,0,0,0,0
12/30/19,Enabled, +cuenta +joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,7,0.1429,3.37,1,0,0,3.37,0
1/6/20,Enabled, +cuenta +joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,19,0.2632,17.15,5,0,0,3.43,0
1/13/20,Enabled, +cuenta +joven,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,12,0.25,11.57,3,0,0,3.86,0
11/11/19,Enabled, +cuenta joven +santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled, +cuenta joven +santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,1860,0.236,2125.61,439,0.0729,32,4.84,66.43
12/16/19,Enabled, +cuenta joven +santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,741,0.2335,301.13,173,0.2081,36,1.74,8.36
12/23/19,Enabled, +cuenta joven +santander,cuenta-digital_brand,Cuenta_bancaria_joven_bro,MXN,Eligible,Approved,,,503,0.2545,159.5,128,0.1016,13,1.25,12.27
11/4/19,Enabled,[cuenta bancaria para jovenes],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled,[cuenta bancaria para jovenes],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,1,1,16.83,1,0,0,16.83,0
12/2/19,Enabled,[cuenta bancaria para jovenes],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,43,0.186,148.3,8,0,0,18.54,0
12/16/19,Enabled,[cuenta bancaria para jovenes],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,4,0,0,0,0,0,0,0
12/23/19,Enabled,[cuenta bancaria para jovenes],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,4,0,0,0,0,0,0,0
1/6/20,Enabled,[cuenta bancaria para jovenes],cuenta-digital_brand,Cuenta_bancaria_joven_exa,MXN,Eligible,Approved,,,5,0,0,0,0,0,0,0
11/4/19,Enabled,[cuenta superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/11/19,Enabled,[cuenta superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled,[cuenta superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/2/19,Enabled,[cuenta superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Eligible,Approved,,,1,0,0,0,0,0,0,0
12/9/19,Enabled,[cuenta superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Eligible,Approved,,,3,1,9.83,3,0,0,3.28,0
12/16/19,Enabled,[cuenta superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Eligible,Approved,,,1,0,0,0,0,0,0,0
12/23/19,Enabled,[cuenta superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Eligible,Approved,,,1,0,0,0,0,0,0,0
12/30/19,Enabled,[cuenta superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
1/6/20,Enabled,[cuenta superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Eligible,Approved,,,1,0,0,0,0,0,0,0
1/13/20,Enabled,[cuenta superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
10/28/19,Enabled, +como +obtener +cuenta +bancaria,cuenta-digital_brand,primera_cuenta_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/4/19,Enabled, +como +obtener +cuenta +bancaria,cuenta-digital_brand,primera_cuenta_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled, +como +obtener +cuenta +bancaria,cuenta-digital_brand,primera_cuenta_bro,MXN,Eligible,Approved,,,7,0.1429,10.51,1,0,0,10.51,0
11/25/19,Enabled, +como +obtener +cuenta +bancaria,cuenta-digital_brand,primera_cuenta_bro,MXN,Eligible,Approved,,,5,0.2,18.92,1,0,0,18.92,0
12/2/19,Enabled, +como +obtener +cuenta +bancaria,cuenta-digital_brand,primera_cuenta_bro,MXN,Eligible,Approved,,,12,0.0833,51.88,1,0,0,51.88,0
12/9/19,Enabled, +como +obtener +cuenta +bancaria,cuenta-digital_brand,primera_cuenta_bro,MXN,Eligible,Approved,,,26,0,0,0,0,0,0,0
12/23/19,Enabled, +como +obtener +cuenta +bancaria,cuenta-digital_brand,primera_cuenta_bro,MXN,Eligible,Approved,,,7,0,0,0,0,0,0,0
12/30/19,Enabled, +como +obtener +cuenta +bancaria,cuenta-digital_brand,primera_cuenta_bro,MXN,Eligible,Approved,,,13,0.2308,9.67,3,0,0,3.22,0
1/13/20,Enabled, +como +obtener +cuenta +bancaria,cuenta-digital_brand,primera_cuenta_bro,MXN,Eligible,Approved,,,21,0.0952,5.64,2,0,0,2.82,0
10/28/19,Enabled,[cuenta bancaria superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/11/19,Enabled,[cuenta bancaria superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled,[cuenta bancaria superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/2/19,Enabled,[cuenta bancaria superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/16/19,Enabled,[cuenta bancaria superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/23/19,Enabled,[cuenta bancaria superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
1/6/20,Enabled,[cuenta bancaria superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/11/19,Enabled, +como +obtener +cuenta +bancaria,cuenta-digital_brand,primera_cuenta_bro,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
12/16/19,Enabled, +como +obtener +cuenta +bancaria,cuenta-digital_brand,primera_cuenta_bro,MXN,Eligible,Approved,,,9,0.2222,10.17,2,0,0,5.09,0
1/6/20,Enabled, +como +obtener +cuenta +bancaria,cuenta-digital_brand,primera_cuenta_bro,MXN,Eligible,Approved,,,22,0,0,0,0,0,0,0
10/28/19,Enabled,[cuenta superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/18/19,Enabled,[cuenta superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Eligible,Approved,,,0,0,0,0,0,0,0,0
11/4/19,Enabled,[cuenta bancaria superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
11/25/19,Enabled,[cuenta bancaria superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
12/9/19,Enabled,[cuenta bancaria superdigital],cuenta-digital_brand,Cuenta_Digital_brand_exa,MXN,Low search volume,Approved,,,0,0,0,0,0,0,0,0
